Restaurant_Name,min_price,rating,total_reviews,category,location,province,address,Latitude,Longitude,Province
Station1 Lebanese Kitchen,25,4.1,26,Syrian,halifax,NS,"50 Tacoma Drive Dartmouth, NS B2W 3E6 Canada",44.6796256,-63.5396031,NS
The Barrington Steakhouse and Oyster Bar,45,3.9,57,Steakhouses,halifax,NS,"1662 Barrington Street Halifax, NS B3J 2A2 Canada",44.6466528,-63.5739216,NS
Mappatura Bistro,45,4.3,19,Italian,halifax,NS,"5883 Spring Garden Road Halifax, NS B3H 4S4 Canada",44.6414997,-63.5839327,NS
Backoos Korean ToGo Food,10,4.2,38,Korean,halifax,NS,"1358 Birmingham Street Halifax, NS B3J 2J2 Canada",44.6416592,-63.5764034,NS
Parkside Pub & Grill,25,3.5,36,Pubs,halifax,NS,"14 Highfield Park Dr Dartmouth, NS B3A 4S8 Canada",44.6907814,-63.5855706,NS
Boondocks Restaurant,25,3.1,41,Canadian (New),halifax,NS,"200 Government Wharf Rd Building 6 Halifax, NS B3G 1M7 Canada",44.6107011,-63.4957907,NS
Aladdin,25,3.8,24,Mediterranean,halifax,NS,"746 Bedford Highway Halifax, NS B3M 2L9 Canada",44.7067907,-63.6649239,NS
Pur & Simple,25,3.6,14,Breakfast & Brunch,halifax,NS,"535 Portland Street Unit 100 Dartmouth, NS L6H 6Z9 Canada",44.6705489,-63.5360417,NS
The Press Gang Restaurant & Oyster Bar,45,4.1,142,Bars,halifax,NS,"5218 Prince Street Halifax, NS B3J 0B1 Canada",44.6470186,-63.5744128,NS
A Taste of the East,25,4.4,19,Chinese,halifax,NS,"1589 Dresden Row Halifax, NS B3J 2K4 Canada",44.6446081,-63.5786431,NS
Trendz Café and Wine Bar,25,4.3,14,Wine Bars,halifax,NS,"15 Spectacle Lake Drive Dartmouth, NS B3B 1X7 Canada",44.7001792,-63.5823395,NS
The Stubborn Goat Gastropub,25,3.7,206,Gastropubs,halifax,NS,"1579 Grafton Street Halifax, NS B3J 2C3 Canada",44.6454428,-63.5743938,NS
Lakeside Bar & Grill,25,4.0,6,Canadian (New),halifax,NS,"250 St Margarets Bay Road Halifax, NS B3N 1J4 Canada",44.6397451,-63.6241572,NS
Ratinaud French Cuisine,50,4.0,7,French,halifax,NS,"2157 Gottingen Street Halifax, NS B3K 3B3 Canada",44.6526999,-63.584001,NS
La Cucina Cafe,25,2.6,52,Italian,halifax,NS,"151 Hector Gate Dartmouth, NS B3B 0E5 Canada",44.705313,-63.5626432,NS
Mizu All You Can Eat,25,3.5,86,Japanese,halifax,NS,"644 Portland Street Dartmouth, NS B2W 6C4 Canada",44.6707786,-63.5261709,NS
The Orient Chinese Cuisine,25,4.3,27,Chinese,halifax,NS,"227 Bedford HIghway Halifax, NS B3M 2J9 Canada",44.6763391,-63.6479348,NS
Mirchi Tandoor,25,4.3,44,Indian,halifax,NS,"5232 Blowers Street Halifax, NS B3J 1J7 Canada",44.6449791,-63.5739047,NS
Field Guide,25,4.1,38,Canadian (New),halifax,NS,"2076 Gottingen Street Halifax, NS B3K 3B4 Canada",44.6514864,-63.5828036,NS
Highwayman,45,4.2,32,Cocktail Bars,halifax,NS,"1673 Barrington Street Halifax, NS B3J 1Z9 Canada",44.6469956,-63.5736963,NS
Pho Hoang Minh Vietnamese Restaurant,10,3.9,83,Vietnamese,halifax,NS,"172 Wyse Road Dartmouth, NS B3A 1M6 Canada",44.6718928,-63.5796133,NS
Stone Pizza,10,4.3,21,Pizza,halifax,NS,"79 Alderney Drive Dartmouth, NS B2Y 2N7 Canada",44.6645555,-63.5682578,NS
Tako Sushi & Ramen,25,4.3,97,Sushi Bars,halifax,NS,"480 Parkland Drive Halifax, NS B3S 1P9 Canada",44.6709982,-63.6765449,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Happy Veal Hot Pot,45,3.9,23,Chinese,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Le Bistro By Liz,25,3.8,97,French,halifax,NS,"1333 S Park Street Halifax, NS B3J 2K9 Canada",44.6405701,-63.5782145,NS
Heng Fung Restaurant,25,3.9,24,Chinese,halifax,NS,"179 Wyse Road Dartmouth, NS B3A Canada",44.6725401,-63.5824532,NS
East of Grafton Tavern,45,4.0,31,Bars,halifax,NS,"1580 Argyle Street Halifax, NS B3J 1H5 Canada",44.6454803,-63.5741249,NS
Cha Baa Thai,25,4.2,140,Thai,halifax,NS,"100 Ilsley Avenue Dartmouth, NS B3B 1L3 Canada",44.6995214,-63.5871876,NS
Cha Baa Thai,25,4.2,140,Thai,halifax,NS,"1546 Queen St Halifax, NS B3J 2H8 Canada",44.6440209,-63.577071,NS
Gordies on the Wharf,10,1.8,4,Diners,halifax,NS,"Fisherman's Cove 1 Government Wharf RD Eastern Passage, NS B3G Canada",44.6102432,-63.4932053,NS
Dhaba,25,3.8,89,Indian,halifax,NS,"8 Oland Crescent Halifax, NS B3S 1C6 Canada",44.6470008,-63.6756622,NS
Blue Elephant,25,4.5,21,Thai,halifax,NS,"81 Peakview Way Unit 100 Bedford, NS B3M 0G2 Canada",44.6983757,-63.6850746,NS
Boneheads BBQ,25,3.8,146,Southern,halifax,NS,"1014 Barrington St Halifax, NS B3H 2P9 Canada",44.6363998,-63.5696948,NS
Gangnam Korean BBQ,25,4.0,29,Korean,halifax,NS,"1261 Barrington Street Halifax, NS B3J 1Y2 Canada",44.6412953,-63.5707432,NS
I Love Pho,25,3.1,43,Vietnamese,halifax,NS,"746 Bedford Highway Halifax, NS B3M 2L9 Canada",44.7067907,-63.6649239,NS
Bluenose II Restaurant,25,3.4,135,Seafood,halifax,NS,"1824 Hollis Street Halifax, NS B3J 1W4 Canada",44.649309,-63.573854,NS
Sushi Nami Royale,25,3.5,43,Sushi Bars,halifax,NS,"149 Hector Gate Dartmouth, NS B3B 0E5 Canada",44.7052262,-63.5626061,NS
Sushi Nami Royale,25,3.5,43,Sushi Bars,halifax,NS,"1458 Queen Street Suite 102 Halifax, NS B3J 2H7 Canada",44.6423127,-63.5760024,NS
St Louis Bar and Grill,25,2.4,43,Chicken Wings,halifax,NS,"547 Portland Street Unit 1 & 2 Dartmouth, NS B2Y 4B1 Canada",44.6714211,-63.5385775,NS
Portland Street Creperie,10,4.4,40,Creperies,halifax,NS,"55 Portland Street Dartmouth, NS B2Y 1H1 Canada",44.6653186,-63.5671397,NS
Agricola Street Brasserie,45,3.7,73,Brasseries,halifax,NS,"2540 Agricola Street Halifax, NS B3K 4C5 Canada",44.65459,-63.5928014,NS
La Frasca Cibi & Vini,45,3.9,66,Italian,halifax,NS,"5650 Spring Garden Road Halifax, NS B3J 1H1 Canada",44.6425726,-63.5783842,NS
7 Peppers Grill,10,4.4,25,Syrian,halifax,NS,"6169 Quinpool Road Halifax, NS B3L 4P6 Canada",44.646211,-63.5953121,NS
Qiu Brothers Dumplings,25,4.0,43,Chinese,halifax,NS,"1335 Barrington Street Halifax, NS B3J 1Y9 Canada",44.6425069,-63.5714102,NS
Acadian Fish & Chips,25,3.5,6,Fish & Chips,halifax,NS,"16 Dentith Road Spryfield Mall Spryfield, NS B3R 2H9 Canada",44.6120465,-63.6184687,NS
Waterfront Warehouse,25,2.8,116,Seafood,halifax,NS,"1549 Lower Water Street Halifax, NS B3J 1S2 Canada",44.6458045,-63.5702282,NS
Verano Food Purveyors,25,4.8,16,Latin American,halifax,NS,"1871 Hollis Street Halifax, NS B3J 3M8 Canada",44.6497815,-63.5736056,NS
Sobeys,25,3.4,8,Grocery,halifax,NS,"60 Tacoma Drive Dartmouth, NS B2W 3E5 Canada",44.679145,-63.5379835,NS
Eliot & Vine,45,4.3,24,Modern European,halifax,NS,"2305 Clifton Street Halifax, NS B3K 4T9 Canada",44.6508658,-63.5933572,NS
The Armview Restaurant & Lounge,25,4.1,115,Diners,halifax,NS,"7156 Chebucto Road Halifax, NS B3L 1N4 Canada",44.642305,-63.619647,NS
King Street Fish & Chips,10,3.8,12,Food Stands,halifax,NS,"59 King St Dartmouth, NS B2Y 1H2 Canada",44.6658869,-63.5675104,NS
Bai Wei Grill Bar,25,3.4,7,Asian Fusion,halifax,NS,"1075 Queen Street South End, NS B3H 1M5 Canada",44.6367714,-63.5728046,NS
Caribbean Bliss,25,4.1,25,Caribbean,halifax,NS,"3619 Novalea Drive Halifax, NS B3K 3G1 Canada",44.6694185,-63.6086023,NS
New Panda Buffet,25,2.6,100,Buffets,halifax,NS,"100 Main St Dartmouth, NS B2X 1R5 Canada",44.6805517,-63.5417665,NS
Big Leagues,25,2.7,19,Pubs,halifax,NS,"920 Cole Harbour Road Dartmouth, NS B2V 2J5 Canada",44.6703465,-63.4979887,NS
Old Port Pub & Grill,25,3.5,20,Pubs,halifax,NS,"900 Windmill Road Halifax, NS B3B 1P7 Canada",44.70429,-63.6118703,NS
Morris East,25,4.0,43,Canadian (New),halifax,NS,"620 Nine Mile Drive Unit 1-9 Bedford, NS B4A 0H4 Canada",44.7010826,-63.6857282,NS
Talay Thai,25,4.1,30,Thai,halifax,NS,"984 Cole Harbour Road Dartmouth, NS B2V 1E7 Canada",44.6711675,-63.4924154,NS
Patrons Bar & Grill,25,4.2,9,Venues & Event Spaces,halifax,NS,"27 Dellridge Lane Unit 105 Bedford, NS B4A 0H1 Canada",44.701953,-63.687851,NS
Station Six,25,3.7,29,Bars,halifax,NS,"247 Herring Cove Road Halifax, NS B3P 1L6 Canada",44.6201818,-63.6171113,NS
Pavia Gallery - Espresso Bar & Cafe,25,4.3,25,Art Galleries,halifax,NS,"995 Herring Cove Road Pavia Gallery Herring Cove, NS B3V 1H6 Canada",44.570223,-63.56853,NS
Man Bean,25,4.4,16,Vietnamese,halifax,NS,"1284 Barrington Street Halifax, NS B3J 1Y5 Canada",44.6415635,-63.5714426,NS
Ko-Doraku,10,4.4,56,Sushi Bars,halifax,NS,"5640 Spring Garden Road Halifax, NS B3J 3M7 Canada",44.6425498,-63.5780228,NS
Lemon Dogs Burgers & Lemonade,10,4.6,9,Burgers,halifax,NS,"54 Locks Road Dartmouth, NS B2X 2W7 Canada",44.7020193,-63.5535116,NS
Stories Fine Dining,50,4.6,19,Canadian (New),halifax,NS,"5184 Morris St Halifax, NS B3J 1B3 Canada",44.6417735,-63.5708547,NS
Harbourstone Pour House,25,3.3,25,Bars,halifax,NS,"1919 Upper Water Street Halifax, NS B3J 3J5 Canada",44.6511335,-63.5737424,NS
Chkn Chop,25,3.5,36,Chicken Shop,halifax,NS,"6041 North Street Halifax, NS B3K 1P1 Canada",44.6541973,-63.596022,NS
Arirang Korean & Japanese Restaurant,25,4.0,47,Japanese,halifax,NS,"30 Farnham Gate Road Halifax, NS B3M 3W8 Canada",44.6722348,-63.6647742,NS
The Carleton,25,3.9,50,Bars,halifax,NS,"1685 Argyle Street Halifax, NS B3J 2B5 Canada",44.6468944,-63.5745363,NS
Hungry Hut,10,3.8,19,Pizza,halifax,NS,"135 Ochterloney Street Dartmouth, NS B2Y 1C9 Canada",44.6694678,-63.565408,NS
Shawarman Pizza & Subs,25,4.7,6,Donairs,halifax,NS,"342 Windmill Road Dartmouth, NS B3A 1J1 Canada",44.6798511,-63.5945919,NS
El Chino Snack Bar,45,4.4,11,Mexican,halifax,NS,"2398 Robie St Halifax, NS B3K Canada",44.6510488,-63.5927594,NS
Truly Tasty,25,3.8,84,Chinese,halifax,NS,"6214 Quinpool Road Halifax, NS B3L 1A3 Canada",44.6455768,-63.5962589,NS
Sushi Nami Royale,25,3.8,66,Japanese,halifax,NS,"149 Hector Gate Dartmouth, NS B3B 0E5 Canada",44.7052262,-63.5626061,NS
Sushi Nami Royale,25,3.8,66,Japanese,halifax,NS,"1458 Queen Street Suite 102 Halifax, NS B3J 2H7 Canada",44.6423127,-63.5760024,NS
Piatto Pizzeria + Enoteca,25,3.8,102,Pizza,halifax,NS,"5144 Morris Street Halifax, NS B3J 1T6 Canada",44.6418513,-63.5695988,NS
The Lower Deck,25,3.3,121,Bars,halifax,NS,"1887 Upper Water St Halifax, NS B0J 1W5 Canada",44.6505677,-63.573121,NS
Yum Yum,10,4.2,6,Chinese,halifax,NS,"32 Albro Lake Road Dartmouth, NS B3A 3X8 Canada",44.676122,-63.5874324,NS
El Centro Pizza,25,3.9,7,Pizza,halifax,NS,"2652 Lawrencetown Rd Halifax, NS B2Z 1L2 Canada",44.6817997,-63.4108088,NS
IHOP,25,1.9,34,Breakfast & Brunch,halifax,NS,"80 Hogan Court Bedford, NS B4B 2H1 Canada",44.696387,-63.6905807,NS
Nayya Restaurant,25,4.4,20,Mediterranean,halifax,NS,"540 Southgate Drive Bedford, NS B4A 0E1 Canada",44.7016886,-63.6775843,NS
Encore,25,1.8,5,Canadian (New),halifax,NS,"3009 Highway #2 Halifax, NS B2T 1J5 Canada",44.8070694,-63.6072986,NS
Esquire Restaurant,25,3.5,51,American (Traditional),halifax,NS,"772 Bedford Hwy Bedford, NS B4A 1A2 Canada",44.7079235,-63.6665179,NS
Wasabi House,25,3.8,188,Japanese,halifax,NS,"6403 Quinpool Road Halifax, NS B3L 1A7 Canada",44.644649,-63.6005585,NS
Paulo & Suzanne,25,4.3,103,Diners,montreal,QC,"5501 Boulevard Gouin O Montreal, QC H4J 1C8 Canada",45.5338649,-73.717242,QC
Kazu,25,4.3,721,Japanese,montreal,QC,"1844 Rue Sainte-Catherine O Montreal, QC H3H 1M1 Canada",45.493037,-73.579836,QC
Damas,45,4.7,414,Syrian,montreal,QC,"1201 Avenue Van Horne Montreal, QC H2V 1K4 Canada",45.5225641,-73.6132118,QC
Bottega,25,3.9,56,Pizza,montreal,QC,"2059 Boulevard Saint-Martin Ouest Laval, QC H7S 1N3 Canada",45.5647977,-73.7345801,QC
Il Focolaio,25,4.3,477,Pizza,montreal,QC,"1223 Rue du Square-Phillips Montreal, QC H3B 3E9 Canada",45.5040151,-73.5681774,QC
Joe Beef,45,4.3,743,Seafood,montreal,QC,"2491 Rue Notre-Dame Ouest Montreal, QC H3J 1N6 Canada",45.483069,-73.5752691,QC
Restaurant Yi Pin Xiang,25,3.9,31,Chinese,montreal,QC,"735 boul Décarie Saint-Laurent, QC H4L 3L3 Canada",45.5111798,-73.6774754,QC
Gyu-Kaku Japanese BBQ,45,4.4,195,Japanese,montreal,QC,"1255 Rue Crescent Montreal, QC H3G 2B1 Canada",45.4969703,-73.5750572,QC
KINTON RAMEN,25,4.4,59,Ramen,montreal,QC,"2575 Boulevard Daniel-Johnson Laval, QC H7T 1S8 Canada",45.5696632,-73.7570161,QC
Phnom Penh,25,4.8,17,Vietnamese,montreal,QC,"7153 Chemin de la Côte-des-Neiges Montreal, QC H3R 2M2 Canada",45.5053098,-73.6416323,QC
KINKA IZAKAYA MONTREAL,25,3.9,369,Japanese,montreal,QC,"1624 Rue Sainte-Catherine Ouest Montreal, QC H3H 2S7 Canada",45.4893389,-73.584505,QC
Maison Mignon,10,4.3,49,Taiwanese,montreal,QC,"1440 Rue de l'Eglise Saint-Laurent, QC H4L 2H3 Canada",45.5121365,-73.6773696,QC
Les Deux Gamins,25,4.2,593,French,montreal,QC,"170 Rue Prince Arthur E Montreal, QC H2X 1B7 Canada",45.515472,-73.570962,QC
Rasputin,45,4.1,10,Russian,montreal,QC,"617 Boulevard Decarie Saint-Laurent, QC H4L 3L2 Canada",45.5098036,-73.675322,QC
La Luncheonette,10,4.4,32,Cafes,montreal,QC,"4271 Rue Saint-Jacques Montreal, QC H4C 1J7 Canada",45.4769002,-73.5883512,QC
Au Pied de Cochon,45,4.2,1400,Canadian (New),montreal,QC,"536 Avenue Duluth E Montreal, QC H2L 1A9 Canada",45.5221259,-73.5743815,QC
Fourchette Antillaise,25,4.3,13,Cajun/Creole,montreal,QC,"5968 Rue de Salaberry Montreal, QC H4J 1J8 Canada",45.5267161,-73.7133054,QC
Pasta da Panza,25,4.8,47,Italian,montreal,QC,"3825 Boulevard Saint-Martin O Laval, QC H7T 1B2 Canada",45.5527414,-73.7588131,QC
Pushap,10,4.2,160,Indian,montreal,QC,"5195 Rue Paré Montreal, QC H4P 1P4 Canada",45.4975343,-73.6538838,QC
Marché Méli-Mélo,10,4.3,32,Haitian,montreal,QC,"640 Rue Jarry E Montreal, QC H2P 1V7 Canada",45.5447239,-73.6276151,QC
La Banquise,25,4.0,2200,Poutineries,montreal,QC,"994 Rue Rachel E Montreal, QC H2J 2J3 Canada",45.5253117,-73.5746721,QC
Arepera,25,4.4,326,Venezuelan,montreal,QC,"73 Rue Prince Arthur E Montreal, QC H2X 1B4 Canada",45.5148272,-73.5719771,QC
RUBS American BBQ,25,4.0,136,Barbeque,montreal,QC,"699 Boulevard Curé-Labelle Laval, QC H7L 5R7 Canada",45.5891336,-73.7872755,QC
Satay Brothers,25,4.1,291,Singaporean,montreal,QC,"3721 Rue Notre-Dame Ouest Montreal, QC H4C 1P8 Canada",45.4793169,-73.5818739,QC
La Belle et la Boeuf,25,3.8,122,Burgers,montreal,QC,"510 Promenade de Centropolis Laval, QC H7T 3C2 Canada",45.5611465,-73.7459071,QC
Le Majestique,25,4.4,199,Bars,montreal,QC,"4105 Boulevard Saint-Laurent Montreal, QC H2W 1Y7 Canada",45.5175694,-73.580276,QC
Bol Orange,25,4.3,62,Korean,montreal,QC,"983 Boulevard Décarie Montreal, QC H4L 3M6 Canada",45.514161,-73.6822895,QC
Bar George,25,4.3,222,British,montreal,QC,"1440 Rue Drummond Montreal, QC H3G 1V9 Canada",45.4990691,-73.5757489,QC
Beroya Restaurant,25,4.3,56,Mediterranean,montreal,QC,"3455 Boulevard Saint-Martin O Laval, QC H7T 1A2 Canada",45.5557034,-73.752086,QC
Beaufort,25,4.0,34,Bistros,montreal,QC,"6653 Rue St-Hubert Montreal, QC H2S 2M5 Canada",45.5374437,-73.6056463,QC
Piatti Pronti,25,4.2,9,Italian,montreal,QC,"1794 Boulevard le Corbusier Laval, QC H7S 2K1 Canada",45.5672763,-73.7359519,QC
Brazas Portugal,25,3.9,25,Portuguese,montreal,QC,"169A Boulevard Sainte-Rose Laval, QC H7L 1L2 Canada",45.615823,-73.7841454,QC
Grigio,25,4.1,15,Italian,montreal,QC,"993 Boulevard Saint-Martin Ouest Laval, QC H7S 1M5 Canada",45.5725149,-73.7203417,QC
Restaurant Ermitage,45,4.8,19,Russian,montreal,QC,"5024, ch de la Côte-des-Neiges Montreal, QC H3V 1G6 Canada",45.4946327,-73.6185302,QC
Sen Vang,10,4.5,51,Vietnamese,montreal,QC,"5690 Avenue Victoria Montreal, QC H3W 2P8 Canada",45.4920358,-73.6327757,QC
Bâton Rouge Steakhouse & Bar,45,3.4,45,Seafood,montreal,QC,"3035 Boulevard le Carrefour Laval, QC H7T 1C8 Canada",45.5694188,-73.7518262,QC
Nouilles Zhonghua,25,4.4,38,Noodles,montreal,QC,"908 Rue Sherbrooke O Montreal, QC H3A 1G3 Canada",45.5032979,-73.5749436,QC
Ave Seoul,25,3.8,42,Korean,montreal,QC,"885 Boulevard Décarie Montreal, QC H4L 3M2 Canada",45.5128542,-73.6802036,QC
Dinette Triple Crown,25,4.4,271,Southern,montreal,QC,"6704 Rue Clark Montreal, QC H2S 3G2 Canada",45.5313656,-73.6131456,QC
Toyo Japanese Steak House,45,3.3,15,Japanese,montreal,QC,"1510 Chomedey Boulevard Laval, QC H7V 3N8 Canada",45.5520845,-73.7471193,QC
El Rey del Taco,25,4.0,188,Mexican,montreal,QC,"232 Rue Jean-Talon E Montreal, QC H2R 1S7 Canada",45.5364394,-73.6159795,QC
Roch le Coq,25,4.2,46,Chicken Shop,montreal,QC,"1541 Avenue Van Horne Montreal, QC H2V 1L4 Canada",45.5186319,-73.616789,QC
Joséphine,25,4.4,31,Seafood,montreal,QC,"4007 Rue Saint-Denis Montreal, QC H2W 2M4 Canada",45.5208464,-73.5755691,QC
Christinas Cuisine,25,4.6,46,Greek,montreal,QC,"4367 Rue Notre Dame Laval, QC H7W 1T3 Canada",45.5379561,-73.7585631,QC
Ten Teppanyaki & Izakaya,45,4.0,5,Japanese,montreal,QC,"11655 Boulevard Gouin Ouest Montreal, QC H8Y 1Y4 Canada",45.5089796,-73.8214035,QC
Walter Bistro,25,4.7,11,French,montreal,QC,"1575 Rue Fleury Est Montreal, QC H2C 1S7 Canada",45.5635755,-73.6562131,QC
MR PATTY,10,4.4,23,Caribbean,montreal,QC,"5312 Patricia Avenue Montreal, QC H4V 1Z2 Canada",45.4602097,-73.6543728,QC
Well,25,4.5,42,Breakfast & Brunch,montreal,QC,"4567 Rue Wellington Montreal, QC H4G 1W8 Canada",45.4586604,-73.5675792,QC
Boucherie et Grillades Rayan,10,4.8,4,Butcher,montreal,QC,"3082 Boulevard Cartier O Laval, QC H7V 1J5 Canada",45.5417359,-73.7278814,QC
Chez Wafi,10,4.8,13,Lebanese,montreal,QC,"597 Boulevard Côte Vertu Saint-Laurent, QC H4L Canada",45.522665,-73.673327,QC
Restaurant Makoto,25,4.0,41,Japanese,montreal,QC,"7112 Boulevard Saint-Laurent Montreal, QC H2S 3E2 Canada",45.533956,-73.617153,QC
Hansang,25,4.6,43,Korean,montreal,QC,"5136 Avenue du Parc Montreal, QC H2V 4G5 Canada",45.5197603,-73.5967431,QC
La Bêtise,25,4.0,43,Tapas Bars,montreal,QC,"6015 Saint-Hubert Montreal, QC H2S 2L8 Canada",45.5346727,-73.5993408,QC
Kam Shing,25,3.7,31,Chinese,montreal,QC,"575 Boulevard Saint-Martin O Laval, QC H7M 1Y9 Canada",45.5766059,-73.7133532,QC
Tandoori Palace,25,3.8,34,Indian,montreal,QC,"3424 Boulevard Cartier O Laval, QC H7V 1K2 Canada",45.5390679,-73.7330499,QC
Kitchen 73,25,3.7,55,Breakfast & Brunch,montreal,QC,"1661 Boulevard de l'Avenir Laval, QC H7S 2N5 Canada",45.5664586,-73.7268573,QC
Oui Mais Non,10,4.7,62,Cafes,montreal,QC,"72 Rue Jarry Est Montreal, QC H2P 1T1 Canada",45.5396749,-73.6306176,QC
Le Chalutier,25,4.3,14,Canadian (New),montreal,QC,"1031 Boulevard des Laurentides Laval, QC H7G 2V8 Canada",45.575267,-73.697093,QC
Birreria Itali.co,25,3.6,45,Gastropubs,montreal,QC,"3131 Boulevard de la Côte-Vertu Saint-Laurent, QC H4R 1Y6 Canada",45.4986307,-73.7064041,QC
Les Faims Finauds,25,4.5,6,French,montreal,QC,"9443 Rue Lajeunesse Montreal, QC H2M 1S5 Canada",45.5502837,-73.6505584,QC
Bar Suzanne,25,4.1,47,Speakeasies,montreal,QC,"20 Avenue Duluth E Montreal, QC H2W 1G6 Canada",45.5172616,-73.578972,QC
Auberge du Dragon Rouge,45,4.6,50,Dinner Theater,montreal,QC,"8870 Rue Lajeunesse Montreal, QC H2M 1R6 Canada",45.5472499,-73.6414188,QC
Madre,25,3.9,7,Seafood,montreal,QC,"124 Rue Fleury Ouest Montreal, QC H3L 1T4 Canada",45.5466452,-73.6657693,QC
Le Professeur,25,3.9,16,Lebanese,montreal,QC,"9735 Boulevard de l'Acadie Montreal, QC H4N 2W2 Canada",45.5357659,-73.664576,QC
Garage Beirut,25,4.3,176,Lebanese,montreal,QC,"1238 rue Mackay Montreal, QC H3G 2H4 Canada",45.4951918,-73.5762322,QC
Kyoto,25,4.5,31,Japanese,montreal,QC,"861 Boulevard Decarie Saint-Laurent, QC H4L 3L7 Canada",45.5126288,-73.6794604,QC
The Keg Steakhouse + Bar - Laval,45,4.0,71,Steakhouses,montreal,QC,"3035 Boul Le Carrefour Laval, QC H7T 1C8 Canada",45.5694188,-73.7518262,QC
Escondite,25,4.1,245,Bars,montreal,QC,"1206 Avenue Union Montreal, QC H3B 3A7 Canada",45.502992,-73.5678938,QC
Daou,25,4.0,25,Lebanese,montreal,QC,"2373 Boulevard Marcel-Laurin Saint-Laurent, QC H4R 1K4 Canada",45.5206135,-73.7040069,QC
Madisons,25,3.3,16,American (Traditional),montreal,QC,"1695 Boulevard de l'Avenir Laval, QC H7S 2N5 Canada",45.5668085,-73.7278201,QC
Le Boating Club,45,3.9,15,Breakfast & Brunch,montreal,QC,"30 Boulevard Curé-labelle Laval, QC H7L 3B5 Canada",45.6116918,-73.7921338,QC
