Restaurant Name,Rating,Category,Address,,,
Million Thai Restaurant,4.4,Thai,"4109 118 Avenue Northwest, Edmonton, NAMER T5W 1A3",,,
Chettinad Aachy's,4.4,Indian,"15525 Stony Plain Road Northwest, Edmonton, AB T5P",,,
Doughnut Party ,4.8,Bakery,"11980 104 Ave Nw, Edmonton, Ab T5K 0G6",,,
Dagu Happy Cup 大鼓奶茶,4.9,Asian,"10408 Jasper Avenue Northwest, Edmonton, AB T5J",,,
Masala Tree,4.4,Indian,"2714 141 Street Southwest Edmonton, AB T6W",,,
Lovely Pizza & Indian Cuisine,4.2,Pizza,"16615 50 Street Northwest, Edmonton, T5Y",,,
Mudpot Restaurant,4.2,Indian,"23 Ave Nw #2382, Edmonton, AB T6T 0R1",,,
Siam Thai Kitchen,4.6,Thai,"15883 116 Avenue Northwest , Edmonton, AB T5M",,,
Cosmic Pizza and Donair ,4.7,Pizza,"10412 102 Ave, Edmonton, AB T5J 0B4",,,
Cinnaholic Bakery ,4.7,Desserts,"10345 82 Ave Nw Unit 101, Edmonton, AB T6E",,,
PrimeTime Donair & Poutine - Ermineskin,4.8,Burgers,"3004b 106 St, Edmonton, AB T6J 5M5",,,
Smokin' Barrels Cocina Latina,4.4,Mexican,"13119 156 St Nw, Edmonton, AB T5V 1V2",,,
Lemongrass Cafe,4.7,Vietnamese,"10417 51 Avenue, Edmonton, AB T6H 0K4",,,
Tasty Indian Restaurant & Meat Shop,4.4,Indian,"12916 127 St Nw, Edmonton, AB T5L 1A9",,,
TasteBuds Hyderabadi Indian Fusion,4.5,Indian,"5641 Riverbend Road Northwest, Edmonton, AB T6H",,,
Checkers Pizza & Kabab ,4.7,Pizza,"10658 82 Avenue Northwest, Edmonton, NAMER T6E",,,
Y-Not Indian Bar & Bistro,4.2,Indian,"3311 34 Street Northwest, Edmonton, AB T6T 2K6",,,
New Gurkha Indian Restaurant & Bar,4.4,Indian,"4005 Gateway Blvd Nw, Edmonton, AB T6J",,,
Kathmandu rasoi Ltd,4.7,Indian,"17759 98a Ave Nw, Edmonton, AB T5T 5W8",,,
Soban Sushi & Asian Taste,4.8,Sushi,"7450 82 Avenue Northwest, Edmonton, AB T6B 0G2",,,
Royal Sweets & Restaurant,4.2,Indian,"5065 22 Avenue Southwest, Edmonton, AB T6X",,,
Raja Foods,4.4,Indian,"5173 55 Ave Nw, Edmonton, AB T6B",,,
M&M Food Market ,0,Grocery,"1500 Paris St., Sudbury, NAMER P3E3B5",,,
Win Fortune,3.7,Chinese,"840 Norte Dame Ave, Sudbury, ON P3A",,,
Popular Pizza ,4.5,Pizza,"82 Cedar Street, Greater Sudbury, NAMER P3E 1A5",,,
Burger King #3579 ,4.3,American,"660 Notre Dame Avenue, Sudbury, ON P3C 5L2",,,
Chicken Chicken ,0,Wings,"52 Elm Street, Sudbury, ON P3C 1S7",,,
Holy Sweet ft The Cheesecake Factory Bakery ,4.7,Desserts,"187 Shaughnessy Street Greater Sudbury, On P3E",,,
Pizza Pizza ,4.2,Chicken Strips,"52 Elm Street, Sudbury, ON P3C",,,
Mary Brown's Chicken ,4.6,Chicken,"2040 Algonquin Road Greater Sudbury, On P3e 4z6 Canada, 13C,",,,
PizzaForno ,0,Pizza,"84 Elgin Street, Greater Sudbury, NAMER P3E 3N3",,,
PizzaForno,0,Pizza,"82 Ignatius St, Greater Sudbury, ON P3C 5G3",,,
Topper's Pizza ,4.2,Pizza,"301 King St, Sudbury, ON P3B 2K7",,,
Tony V's Pizza & Restaurant,4.8,Pizza,"1323 Martindale Rd, Sudbury, ON P3E 4J7",,,
Rose Apple Asian Cuisine,4.3,Asian,"1875 Paris Street, Sudbury, ON P3E 3C5",,,
Red Swan Pizza ,4,Pizza,"900 Lasalle Blvd, Greater Sudbury, ON P3A 5W8",,,
Pizza Hut ,4.2,Pizza,"121 Loach'S Road, Sudbury, ON P3E 2P8",,,
Indian Food Corner,3.3,Asian,"1299 Marcus Drive, Greater Sudbury, NAMER P3B 4K6",,,
Nexus Pizza,0,Pizza,"1349 Lasalle Blvd, Unit 111, Sudbury, NAMER P3A 1Z2",,,
Burger & Wings,0,Burgers,"1299 Marcus Dr, Greater Sudbury, ON P3B 4K6",,,
Don's Pizzeria & Spaghetti Restaurant,4.9,Pizza,"707 Lorne St Sudbury, Ont P3c 4s4 Canada,",,,
Gus's Restaurant,0,Comfort food,"336 Elm St, Sudbury, ON P3C 1V8",,,
Sub World,4.5,Vegetarian,"3 Elgin St, Greater Sudbury, ON P3C 5B7",,,
Food Basics ,4.5,Everyday Essentials,"400 Notre Dame Ave, Greater Sudbury, ON P3C",,,
Good Lucky168 Chinese restaurant,4.1,Chinese,"40 Elm St, 42, Greater Sudbury, ON P3C 0A2",,,
Kuppajo Espresso Bar,0,American,"109 Larch Street, Greater Sudbury, ON P3E1B8",,,
Smoke's Poutinerie ,4.7,Comfort food,"40 Elm St, Sudbury, On P3C",,,
Sukhdev Restaurant,4.5,Indian,"390 Elgin Street, Sudbury, P3E",,,
Peko Peko,0,Asian,"73 Elm Street, Greater Sudbury, NAMER P3C 1R7",,,
Subway ,4.3,American,"943 Lorne St, Sudbury, NAMER P3C 4R8",,,
Kuppajo Espresso Bar,0,Coffee & tea,"1500 Regent Street Greater Sudbury, On P3e 3z6 Canada,",,,
Taco Sol,0,Mexican,"80 Cedar St,, Sudbury, ON P3E 1A5",,,
Ranvee's Restaurant And Bar,0,Burgers,"80 Cedar Street, Greater Sudbury, ON P3E 1A5",,,
Peppi Panini,0,Italian,"93 Durham St, Sudbury, NAMER P3E 5M7",,,
Taj Bistro ,4,Indian,"151 Larch St, Sudbury, Ontario P3E 1",,,
KFC ,4.1,American,"1341 Martindale Road, Sudbury, ON P3E 4J7",,,
Leslie's Charbroil & Grill,4.6,Comfort food,"633 Notre Dame Ave, Sudbury, On P3C",,,
Popeyes ,4.5,American,"883 Notre Dame Avenue, Greater Sudbury, NAMER P3C5K2",,,
7 Star Dumpling House ,4.6,Chinese,"1355 Regent Street, Sudbury, ON P3E 3Z1",,,
Pho Noodle House,4.8,Pho,"81 Larch Street Greater Sudbury, On P3e 1b8 Canada,",,,
Cuisine Tropicale,0,American,"893 Nôtre Dame Avenue, 4, Sudbury, ON P3C",,,
Tandoori Tastes,0,Vegetarian,"96 Larch Street Greater Sudbury, On P3e Canada,",,,
Wendy's ,4.6,Fast food,"1015 The Kingsway, Sudbury, ON P3B 2E6",,,
Starbucks ,4.8,Bakery,"1935 Paris Street, Sudbury, ON P3E 3C6",,,
Arby's - Sudbury ,4.8,American,"1865 Paris Street, Greater Sudbury, NAMER P3E 3C5",,,
McDonald's ,4.3,Burgers,"1194 Kingsway, Sudbury, ON P3A",,,
Okinawa Sushi Regent,4.3,Japanese,"1716 Regent Street, Sudbury, ON P3E 3Z8",,,
Little Caesars ,4.6,Pizza,"1835 Regent St, Sudbury, ON P3E 3Z7",,,
East Side Mario's ,4.7,Italian,"900 Lasalle Blvd., Sudbury, ON P3A",,,
Okinawa Sushi Lasalle,4.6,Sushi,"798 Lasalle Boulevard Greater Sudbury, On P3A",,,
Osmow's ,4.3,Mediterranean,"2040 Algonquin Rd , Unit 13A, Sudbury, ON P3E",,,
J&M Indian Cuisine,4,Indian,"2037 Long Lake Road, Unit 3, Greater Sudbury, NAMER P3E 6J9",,,
Herbert Fisheries,0,Snacks,"1942 Regent Street, Sudbury, ON P3E 5V5",,,
Fionn MacCool's ,4.7,Pub,"1877 Regent St, Sudbury, On P3E 3Z7",,,
The Daventry Kitchen & Bar,0,Comfort food,"1500 Regent Street, Greater Sudbury, NAMER P3E 3Z6",,,
Damascus Restaurant,4.6,Middle Eastern,"1210 Lasalle Blvd, Greater Sudbury, ON P3A 1Y5",,,
A&W ,4.5,Fast food,"2404 Long Lake Rd, Sudbury, ON P3E",,,
Rudy's Restaurant,4.5,Comfort food,"483 Lasalle Blvd,, Sudbury, On, P3a 1w8,",,,
Shoeless Joe's Sports Grill ,4.7,American,"2260 Regent St, Sudbury, ON P3E",,,
Herc's Greek Eatery,4.7,Greek,"875 Nôtre Dame Avenue, Sudbury, ON P3C",,,
Ice Cream Shop,0,Ice Cream & Frozen Yogurt,"1299 Marcus Drive, Greater Sudbury, NAMER P3B 4K6",,,
Red Lobster  ,4,American,"1600 Lasalle Blvd, SUDBURY, ON P3A",,,
King’s Way Buffet,4.2,Chinese,"1051 Kingsway, Greater Sudbury, ON P3B 2E6",,,
7 Star Dumpling House ,4.4,Chinese,"1899 Lasalle Boulevard, Greater Sudbury, NAMER P3A 2A3",,,
BarBurrito: Sudbury: Kingsway,4.4,Mexican,"1277 Kingsway, Greater Sudbury, NAMER P3B 2E6",,,
Tahini's ,4.6,Mediterranean,"2416 Long Lake Road Greater Sudbury, On P3e 5h5 Canada,",,,
Kwik Way ,0,Convenience,"1465 Bancroft Drive, Greater Sudbury, ON P3B",,,
A-One Dumpling Shop,0,Nepalese,"40 Elm St, Elm Place Unit 148,, Greater Sudbury, NAMER P3C 1S8",,,
Tim Hortons ,4.5,Bakery,"885 Notre Dame Street, Sudbury, ON P3A 2T2",,,
Marc's Subs,0,Comfort food,"2361 Bancroft Drive, Sudbury, ON P3B",,,
Taco Bell ,4.4,Mexican,"1349 Lasalle Blvd, Sudbury, On P3A",,,
SilverCity Sudbury Cinemas,4.5,American,"355 Barrydowne Road, Sudbury, P3B 4K6",,,
Churchill Convenience,0,Convenience,"575 Churchill Avenue, Greater Sudbury, ON P3A 5N4",,,
PIZZERIA ROMA 1894,4.9,Pizza,"1894 Lasalle Boulevard, Level / Suite 5, Greater Sudbury, NAMER P3A 2A4",,,
Canadian Tire Gas+ ,0,Snacks,"2040 Algonquin Rd. , Unit 30, Sudbury, ON P3E 4Z6",,,
Trevi Bar & Grill,0,American,"1837 Lasalle Blvd, Sudbury, ON P3A 2A3",,,
Mucho Burrito ,4.5,Mexican,"1250 Lasalle Boulevard, Sudbury, ONTARIO P3A",,,
On the Run 42382 ,0,Everyday Essentials,"463 Falconbridge, SUDBURY, ON P3A 5N4",,,
11584 Burger King ,4.6,American,"6049 Young Street, Halifax, NS B3K",,,
As You Like it Sandwich Bar ,0,Salads,"1791 Barrington Street, Halifax, NAMER B3J 3Y8",,,
Laurent French Bakery,0,Breakfast and brunch,"2063 Gottingen St, Halifax, NS B3K 3",,,
McDonald's ,4.5,Burgers,"3486 Kempt Road, Halifax, NS B3K 4X7",,,
Starbucks ,4.9,Bakery,"5554 Kaye Street, Halifax, NS B3K 1Y5",,,
Wendy's ,4.6,Fast food,"3580 Kempt Road, Halifax, NS B3K 4X8",,,
Subway ,4.5,American,"3045 Robie St, Halifax, NS B3K 4P6",,,
Bobar,4.3,Desserts,"6082 Quinpool Rd, Halifax, NS B3L 1A1",,,
Booster Juice ,4.8,Healthy,6140 Young St Halifax NS B3K 0G2,,,
HARVEST   Clean Eats,4.7,Healthy,"1625 Market St, Halifax, NAMER B3J 2C8",,,
Big General Store,4.8,Desserts,"6070 South St, Halifax, Nova Scotia B3H",,,
Omelet Brunch & Munch,4.1,Breakfast and brunch,"6386 Quinpool Rd, Halifax, NS B3L 4N2",,,
Kempster's Cookhouse & Eatery,4.4,Breakfast and brunch,"3644 Kempt Rd, Halifax, NS B3K",,,
Tim Horton's ,4.6,Bakery,"7010 Mumford Road Building B4, Halifax, NS B3L 2H6",,,
Rudy's,4.8,Sandwich,"1681 Granville St, Halifax, Ns B3J",,,
Cafe Taiyaki 52,4.9,Japanese,"2009 Brunswick St, Halifax, Ns B3J",,,
Lady Hammond Grill,4.5,Sandwiches,"6151 Lady Hammond Road Halifax, B3k 2r9 Canada,",,,
Bedford Basin Farmers Market,0,American,"397 Bedford Highway, Halifax, NS B3M 2L3",,,
Julienne's Restaurant and Catering,0,Sandwiches,5595 Fenwick St Halifax NS B3H,,,
Xena's Bread and Butter,4.9,Filipino,"1996 Brunswick Street, Halifax, NAMER B3J 2G7",,,
HARVEST Clean Eats ,4.8,Healthy,"120 Susie Lake Crescent, 14, Halifax, NAMER B3S 1C7",,,
A&W ,4.5,Fast food,"68 Hogan Court, Halifax, NS B4b2g2",,,
Pür & Simple ,4.5,Breakfast and brunch,"6140 Young Street, Suite 105, Halifax, NS B3K 0G2",,,
Cousin's Restaurant,0,Greek,"3545 Robie Street, Halifax, NS B3K",,,
The Breakfast Joint,4.8,Breakfast and brunch,"6499 Quinpool, Halifax, Nova Scotia B3L",,,
Flynn's Dairy Bar & Convenience ,4.4,Convenience,"5994 Spring Garden Rd, Halifax, NS B3H 1Y7",,,
East Cup Cafe,0,Coffee & tea,"1936 Robie St, Halifax, NS B3H",,,
Cabin Coffee,4.2,Coffee & tea,"1554 Hollis St, Halifax, NS B3J",,,
Kenny's Pizza Bedford,4.4,Pizza,"1658 Bedford Highway, NAMER B4A 2X9",,,
As You Like It,0,Sandwich,"1660 Hollis St., Halifax, Nova Scotia B3J",,,
Cora Breakfast and Lunch ,4.7,Breakfast and brunch,"277 Lacewood Drive, Halifax, NS B3M3Y7",,,
The Nook,4.8,Sandwich,"2118 Gottingen St., Halifax, NS B3K 0C5",,,
Fortune Doughnut,4.9,Desserts,"2306 Gottingen, Halifax, NS B3K",,,
PG's Cafe,0,Burgers,"1266 Hollis Street Halifax, Ns B3j 1b3 Canada,",,,
Healthyway Cafe,0,Healthy,"6960 Mumford Rd, Halifax, NS B3L",,,
The Cake Factory ,4.6,American,"5994 Spring Garden Rd, Halifax, NS B3H 1Y7",,,
Second Cup ft. Pinkberry ,4.5,Coffee & tea,"185 Chain Lake Drive, Halifax, NS B3S",,,
Bluenose II Restaurant,3.8,Seafood,"1824 Hollis Street, Halifax, NS B3J 1W4",,,
Panada Pizza Dartmouth,0,Pizza,"68 Highfield Park Dr, Dartmouth, NAMER B3A",,,
Daily Grind Cafe & Bar,0,Coffee & tea,"1475 Lower Water Street
Bishop’s Landing, Halifax, NAMER B3J 3Z2",,,
Cafe Lara,5,Allergy friendly,"2347 Agricola Street, Halifax, NS B3K 4B7",,,
Fairview Variety Quik-Way,4.9,Convenience,"130 Main Ave, Halifax, NS B3M 1B1",,,
Showtime Variety,4.8,Convenience,"32 Albro Lake Rd, Dartmouth, Nova Scotia B3A 3X8",,,
Nena's Breakfast House,4.7,Breakfast and brunch,"273 Wyse Rd, Dartmouth, NAMER B3A 1N5",,,
HARVEST  Clean Eats,4.9,Healthy,"936 Bedford Hwy Bedford, Ns B4A",,,
Smokey's Restaurant,4.1,Breakfast and brunch,"81 Wright Ave Dartmouth, Nova Scotia B3b 1h4 Canada,",,,
The Bread Lounge Bakery,0,Breakfast and brunch,"26 Akerley Boulevard Dartmouth, Ns B3b 1e4 Canada,",,,
VINTEA Bubble House,0,Asian,"644 Portland Street, Dartmouth, NS B2W 6C4",,,
Freshii ,4.5,Bowls,"100 Ilsley Ave, Unit A, Dartmouth, B3B",,,
The Dill Pickle Sandwich Bar,4.6,Salads,"250 Baker Dr, Dartmouth, B2w 6l4,",,,
Chatime ,4.4,Asian,"1480 Brenton Street, Halifax, NS B3J 2K7",,,
White Alley Bubble Tea,5,Bubble tea,"1594 Granville Street, Halifax, NS B3J 1X1",,,
Fun and Shakes,5,Ice Cream & Frozen Yogurt,"1365 Hollis St, Halifax, Nova Scotia B3J 1T8",,,
Presotea ,4.8,Asian,"201 Chain Lake Drive Halifax, Ns B3s 1c8,",,,
Downtown Pizza and Donair,4.3,Pizza,"215 Chain Lake Drive Halifax, Ns B3s 1c9, B3T",,,
Brothers Punjabi Flavors,4.7,Indian,"51 Supreme Ct, Halifax, Ns B3n 0g1,",,,
Thai Express  ,4.7,Thai,"7001 Mumford Road Halifax, Ns B3l 4n9,",,,
Greco Pizza ,0,Pizza,"1210 Hammonds Plains Road, NS B4B 1B4",,,
Makhani Indian Restaurant,4.5,Indian,"1595 Bedford Highway, NS B4A",,,
Cacao 70 ,4.4,Desserts,"1875 Upper Water St, Halifax, NS B3J",,,
BarBurrito: Nova Scotia: Cole Harbour,4.8,Mexican,"4 Forest Hills Parkway , Unit 1115A, Dartmouth, NS B2W 5G7",,,
FIVE GUYS ARGYLE ,4.7,Burgers,"1630 Argyle St, Halifax, NS B3J",,,
Pizza Pizza ,4.6,Chicken Strips,"1565 Argyle St., Halifax, NS B3J 2B2",,,
Red Chillies Flavours of India,4.3,Comfort food,"936 Bedford Hwy, Halifax, NS B4A",,,
Beyond Temptation,4.6,Indian,"5657 Spring Garden Road Suite 195, Halifax, NS B3J 3R4",,,
Beyond Pho Vietnamese Cuisine,4.7,Vietnamese,"5518 Spring Garden Road Halifax, Ns B3j 1g5,",,,
My Recipe Indian Multi Cuisine Restaurant,4.2,Indian,"43 Boland Road, Dartmouth,  B3a 1m9,",,,
Classic Pizza,4.7,Pizza,"590 Portland Street, Dartmouth, NAMER B2W",,,
Happy Sushi Restaurant,4.6,Sushi,"75 Peakview Way, Halifax, NS B3M 0G2",,,
Fong Sing Restaurant,4.7,Chinese,"278 Lacewood Drive, Halifax, NS B3M 3N8",,,
Atithi Indian Restaurant,0,Indian,"1312 Bedford Highway Bedford, Ns B4A",,,
Efty Dishes Restaurant,4.9,African,"70 Lacewood Dr, Halifax, NS B3M",,,
ZenQ ,4.4,Bubble Tea,"1065 Barrington St, Halifax, NS B3H 2P8",,,
Boston Pizza ,4.5,Italian,"1858 Granville Street, Halifax, NS B3J",,,
Wild Leek • Vegan Food & Juice Bar,4.8,Vegetarian,"2156 Windsor St, Halifax, Nova Scotia B3K 1A1",,,
May Garden ,4.5,Chinese,"136 Portland Street, Dartmouth, NS B2Y",,,
Efes Turkish Cuisine,4.6,European,"5986 Spring Garden Road, Halifax, NS B3H 1Y7",,,
Jessy's Pizza,0,Pizza,"6041 North Street, Halifax, NAMER B3K 1P1",,,
Burger King #4923 ,4.6,American,"809 Victoria St. North, Kitchener, ON N2B",,,
Pizza Express Stirling,4.3,Pizza,"248 Stirling Avenue South 12a, Kitchener, ON N2M",,,
Nova Era Bakery #3,4.8,American,"376 King Street East, Kitchener, ON N2G 2L5",,,
SMK African Foods Inc,0,Deli,"206-C King St E,, Kitchener, ON N2G 2L1",,,
Galito's Flame Grilled Chicken ,0,Comfort food,"29 King Street East, Kitchener, ON N2G 2K4",,,
Papa John's Pizza ,4.7,Pizza,"517 Victoria St S, Kitchener, ON N2M",,,
Bao Sandwich Bar,4.8,Asian,"62 Balsam Street, Unit #B106, Waterloo, ON N2L",,,
Burger's Priest ,4.6,Burgers,"212 King Street South, Waterloo, ON N2J",,,
Boardwalk Burgers Fries & Shakes ,4.5,Burgers,"65 University Avenue East , Unit 13, Waterloo, ON N2J",,,
MrBeast Burger ,4.4,American,"1120 Victoria Street North, Kitchener, ON N2B 3T2",,,
Pizza Pizza ,4.5,Chicken Strips,"185 King St. West, Kitchener, ON N2G",,,
Score Pizza ,4.7,Pizza,"80 King St S, Waterloo, On N2J 1P5",,,
Mei King Restaurant,4.5,Chinese,"82 Margaret Ave, Kitchener, ON N2H",,,
Red Swan Pizza ,4.6,Pizza,"1120 Victoria St N , Unit 1B, Kitchener, ON N2B 3T2",,,
Top chicken,4.8,Korean,"280 Lester Street, Unit 105, Waterloo, ON N2L 0G2",,,
Bianca's Pizza,4.5,Pizza,"363 King St N, Waterloo, ON N2J 2Z4",,,
Topper's Pizza ,4.9,Pizza,"324 Highland Road, Kitchener, ON N2M",,,
Quick Sandwiches ,4.5,Sandwich,"95 King St S, Waterloo, Ontario N2j, Ca, ON N2J",,,
Later Pizza ,4.8,Pizza,"255 King Street North Unit 12, Waterloo, ON N2J 4V2",,,
Five Star Shawarma and Pizza,4.3,Mediterranean,"585 Weber St N, 4, Waterloo, ON N2V",,,
Cheez-Us Pizza,4.5,Pizza,"380 King St N, 2, Waterloo, ON N2J 2Z3",,,
Mary Brown's Chicken ,4.6,Chicken,"700 Strasburg Rd, Kitchener, ON N2E 2M2",,,
Figaro's Pizza,4.8,Pizza,"90 Weber Street North, Waterloo, ON N2J 3G8",,,
Three Kretans Greek Restaurant,4.6,Mediterranean,"151 Frederick St, Kitchener, ON N2H 2M2",,,
Odd Burger ,4.6,Vegetarian,"75 King Street South, Waterloo, NAMER N2J 1P2",,,
Gino's Pizza ,4.6,Pizza,"370 Highland Rd W, Kitchener, ON N2M 5J9",,,
Church's Texas Chicken ,4.4,Comfort food,"247 King Street North Unit 4, Waterloo, ON N2J 2Y8",,,
Manna’s Food Express,4.4,Indian,"280 Lester Street, Waterloo, On, N2l 3w5, Unit 112,",,,
The Works Craft Burgers & Beers ,4.1,Burgers,"589 Fairway Rd S, Kitchener, ON N2C 1X4",,,
Burger Stack,4.8,Burgers,"255 Highview Dr, 3, Kitchener, ON N2N 2K7",,,
McDonald's ,4.3,Burgers,"715 Ottawa Street South, KITCHENER, ON N2E",,,
Thyme Pizza N Rolls,4.8,Pizza,"540 Westforest Trail, C, Kitchener, ON N2N",,,
Island Mix Restaurant & Lounge ,4.6,Caribbean,"146 King Street West, Kitchener, ON N2G 1A6",,,
Renegade Chicken ,4.5,Burgers,"15a - 2960 Kingsway Drive, Kitchener, ON N2C",,,
Momo Japanese Food,4.6,Asian fusion,"140 #6a University Avenue West, Waterloo, NAMER N2L 6J3",,,
Farah Foods,4.6,Everyday Essentials,"170 University Avenue West , Unit 4, Waterloo, ON N2L",,,
La Cucina Pizzeria ,4.5,Italian,"320 King St W, Kitchener, ON N2G 1B7",,,
MELTwich Food Co. ,4.3,Comfort food,"Unit - F101 
123 Pioneer Drive, Kitchener, NAMER N2P 2B4",,,
Boston Pizza ,4.1,Italian,"425 Bingemans Centre Drive, Kitchener, ON N2B 3X7",,,
Popular Pizza ,4.1,Pizza,"330 Phillip St, Unit 4, Waterloo, ON N2L 3W9",,,
Cheesecake & Desserts ,4.3,Desserts,"160 University Ave W, Waterloo, ON N2L 3E9",,,
Campus Pizza,4.3,Pizza,"160 University Ave W, Waterloo, ON N2L",,,
Popeyes Louisiana Kitchen ,4.5,American,"725 Ottawa St S, Kitchener, ON N2E",,,
Harvey's ,4.5,Canadian,"80 Westmount Rd West, Kitchener, ON N2M 1R5",,,
Foodie Fruitie,4.6,Asian,"203 Lester St #7, Waterloo, ON N2L 0B5",,,
Starbucks ,4.6,Bakery,"1051 Victoria Street North, Kitchener, ON N2B",,,
South St. Burger ,4.3,Burgers,"1400 Ottawa St S,  B-19, Kitchener, ON N2E 4E2",,,
MIZU Braised Chicken Rice 御品黄焖鸡米饭,0,Comfort food,"150 University Avenue West, Waterloo, ON N2L",,,
Pizza Roma +,4.5,Pizza,"192 Activa Ave, Kitchener, ON N2E",,,
KFC ,4.4,American,"1020 Ottawa Street North, Kitchener, ON N2A 3Z3",,,
Swiss Chalet ,4.7,Rotisserie Chicken,"1151 Victoria St N, Kitchener, ON N2B",,,
FLAME HOUSE GRILL & BAR,4.4,Indian,"370 Highland Rd W, Kitchener, ON N2M 5J9",,,
AD Double Deal Pizza Wings,0,Pizza,"101 Hazelglen Dr, Unit 12, Kitchener, ON N2M",,,
Food Basics ,4.5,Everyday Essentials,"370 Highland Rd W, Kitchener, NAMER N2M 5J9",,,
A&W ,4.5,Fast food,"751 Ottawa St S, Kitchener, On N2E",,,
Wendy's ,4.3,Fast food,"350 Westmount Road West, Kitchener, ON N2M 5C4",,,
China Taste,4.5,Chinese,"1400 Weber St E Unit B6, Kitchener, ON N2A",,,
Fat Bastard Burrito ,4.3,Tex Mex,"306 King St W, Kitchener, ON N2G 1B7",,,
Lisboa Bakery & Grill,4.8,Portuguese,"1187 Fischer-Hallman Rd, 609, Kitchener, Ontario N2E",,,
Hot Wok,4.5,Chinese,"875 Highland Rd. W., Unit A59 Highland Hills Mall, Kitchener, Ontario N2n 2y2, N2M",,,
Baba Chicken Grill 快宜美,4.7,Chinese,"170 University Ave W, Waterloo, On N2L",,,
Indo Hakka Corner,4.4,Asian fusion,"324 Highland Rd W, 14, Kitchener, ON N2M 5G2",,,
KW Grabb-a-Pizza,0,Pizza,"700 Strasburg Rd, Kitchener, ON N2E 2M2",,,
Yo Sushi,4.7,Japanese,"103 King St W, Kitchener, Ontario N2G",,,
Panago Pizza ,4.8,Fast food,"668 Erb Street, 9, Waterloo, Ontario N2T 2Z7",,,
Twice the Deal Pizza ,4.9,Pizza,"8 Bloomingdale Rd N, 2, Kitchener, ON N2K 1A2",,,
Double Double Pizza & Chicken ,4.7,Pizza,"347 Erb St W, 8, Waterloo, ON N2L 1W4",,,
Kinkaku Izakaya,4.8,Japanese,"217 King St W, Kitchener, Ontario N2G",,,
Fresh Burrito ,4.8,Mexican,"170 University Avenue West, Unit 31, Waterloo, ON N2L 3E9",,,
Pizza 2 Go,0,Italian,"1077 Weber Street East Kitchener, On N2a 3y5,",,,
Crystal Palace,4.5,Chinese,"10 King Street South, Waterloo, ON N2J",,,
Kam Yin Chinese Restaurant 金燕子,4.5,Chinese,"450 Erb St W, 13, Waterloo, ON N2T",,,
Kim’s Kitchen,4.9,Korean,"258 King Street N , Unit 2, Waterloo, ON N2J",,,
Little Caesars ,4.6,Pizza,"210 Lorraine Ave, Kitchener, ON N2B 3T4",,,
Burger Factory ,4.4,Pizza,"550 Hespeler Rd , Unit 2, Cambridge, ON N1R",,,
iShawarma,4.3,Mediterranean,"66 Bridgeport Rd E, 6, Waterloo, ON N2J",,,
126 Chinese Restaurant,4.7,Asian,"2922 King St E, Kitchener, NAMER N2A 1A7",,,
Ye's Sushi,4.6,Sushi,"70 Sportsworld Dr, Kitchener, ON N2P 2J1",,,
Lazeez Shawarma ,4.5,Mediterranean,"370 Highland Rd W, Kitchener, ON N2M 5J9",,,
MrBeast Burger ,0,American,"328 5 Street South, Lethbridge, Ab T1j 0h3, Canada,",,,
Burger King ,4.3,American,"1950 Third Avenue South, Lethbridge, AB T1J 0J6",,,
Mary Brown's Chicken ,4.8,Chicken,"413 Highlands Boulevard West, Lethbridge, NAMER T1J 4X5",,,
2 For 1 Family Pizza Lethbridge,0,pizza,"1281 3 Ave S, Lethbridge, NAMER T1J 0K2",,,
Rivaaz Indian Pizza & Cuisine,4.3,Indian,"1020 Mayor Magrath Drive South, Lethbridge, AB T1K 2P8",,,
Pizza King and Donair,0,Pizza,"2210 7 Avenue South Unit 264, Lethbridge, AB T1J 1M7",,,
A1 Pizza Lethbridge,4.9,Pizza,"428 13 Street North Lethbridge, Ab T1H",,,
Red Swan Pizza ,0,Pizza,"3115 26 Ave N #40, Lethbridge, AB T1H 5P4",,,
South Street Burger ,0,Sandwiches,"3010 26 Avenue South Lethbridge, Ab T1k 7k8,",,,
Pizza 73 ,4.3,Pizza,"417 21a Street North, Lethbridge, AB T1H 6L6",,,
Panago Pizza ,0,Fast food,#30 2667 Scenic Drive North Lethbridge Alberta T1H 7G3,,,
Birdy Famous Fried Chicken Waffles & More ,0,Comfort food,"1312 Mayor Magrath Drive South, Lethbridge, AB T1K",,,
Papa John's Pizza ,4.3,Pizza,"487 Mayor Magrath Dr S, Lethbridge, AB T1J 3L8",,,
Bridge Pizza,0,Pizza,"991 Columbia Boulevard West Lethbridge, Ab T1k 4m5 Canada,",,,
M&M Food Market ,0,Grocery,"225- 12th Street North, Lethbridge, NAMER T1H2G3",,,
Pizza Hut ,0,Pizza,"1358 Mayor Magrath Drive South, Lethbridge, AB T1K",,,
New taste of India,4.7,Indian,"310 5 Street South, Lethbridge, NAMER T1J 2B5",,,
Arby's - Lethbridge,4.1,Sandwich,"216 1 Avenue South Lethbridge, Ab T1j 0a4 Canada,",,,
McDonald's ,4.6,Burgers,"217 3 Ave S, Lethbridge, AB T1J 4L6",,,
Wendy's ,4.6,Fast food,"230 Scenic Drive South, Lethbridge, AB T1J 4L3",,,
Taco Bell ,4.5,Burritos,"188 Columbia Blvd W, Lethbridge, AB T1K 4J4",,,
