"id","restaurant_name","rating","category","address","latitude","longitude","province"
1441,"Bobadog","5","Asian fusion","1108 Blanshard Street, Victoria, BC V8W 2H6","48.4246363","-123.3626719","BC"
1442,"Chocolats Favoris (Victoria)","4.7","Desserts","1010 Government St, Victoria, BC V8W","48.4245813","-123.3682222","BC"
1443,"Morning People Food Truck","4.8","American","325 Cook St, Victoria, BC V8V 3X5","48.4146844","-123.3560814","BC"
1444,"Little Sweety Cakes Studio","4.4","Bakery","732 Broughton Street, Victoria, BC V8W 1E1","48.4239135","-123.3641924","BC"
1445,"Cascadia Liquor Store","5","Alcohol","3671 Uptown Blvd, 101, Saanich, BC V8Z 0B9","48.4550224","-123.37614","BC"
1446,"Leopold's Tavern (Victoria)","4.6","American","570 Yates Street, Victoria, BC V8W 1K8","48.4268219","-123.3681358","BC"
1447,"SH91 Tea (Partea)","New","Asian","1026 Blanshard Street, Victoria, BC V8W 2H5","48.4240236","-123.3629046","BC"
1448,"SH91 Dessert","New","Chinese","759 Yates St, Victoria, BC V8V 3M2","48.4259008","-123.3626286","BC"
1449,"Masala Mantra","New","Indian","3480 Tillicum Road, Victoria, BC V8Z 4H3","48.456299","-123.3932371","BC"
1450,"Phonomenal Vietnamese Cafe","4.5","Vietnamese","3749 Shelbourne Street, Victoria, BC V8P","48.4617199","-123.3318421","BC"
1451,"Blue Nile African Restaurant","5","African","612 Head Street #3, Victoria, BC V9A 5S8","48.4308784","-123.4015748","BC"
1452,"Nautical Nellies Steak & Seafood House","4.8","Steak","1001 Wharf St, Victoria, BC V8W 1T6","48.4245047","-123.3693897","BC"
1453,"Szechuan Restaurant","4.3","Chinese","853 Caledonia Ave, Victoria, BC V8T 4B9","48.430687","-123.3594896","BC"
1454,"Golden City Restaurant","3.9","Chinese","721 Fisgard Street, Victoria, BC V8W 0B8","48.4293234","-123.3632914","BC"
1455,"Bird Liquor Store","4.9","Alcohol","4291 Glanford Ave, Victoria, BC V8Z 4B9","48.4858396","-123.3876295","BC"
1456,"Curry Club","4.7","Indian","980 Blanshard Street, Victoria, BC V8W","48.4233642","-123.3629783","BC"
1457,"NAMASTE INDIAN CUISINE","4.4","Indian","2950 Douglas Street, 280, Victoria, BC V8T","48.4432213","-123.3709113","BC"
1458,"Pagliacci’s","4.5","Pasta","1011 Broad Street, Victoria, BC V8W 2A1","48.4244394","-123.3663821","BC"
1459,"Varsha Indian Kitchen","4.7","Indian","1600 Government Street, Victoria, BC V8W","48.4287959","-123.367274","BC"
1460,"Flourish BeauTea","New","Coffee & tea","667 Fort St, Victoria, BC V8W","48.4246195","-123.3661891","BC"
1461,"Noodle Box (Uptown Blvd)","4.1","Asian fusion","3500 Uptown Blvd, Saanich, BC V8Z 0B9","48.4543154","-123.3756574","BC"
1462,"Il Greco Restaurant","4.7","Pizza","2900 Tillicum Road, Victoria, BC V9A 2A5","48.4481277","-123.4004796","BC"
1463,"New York Fries (Mayfair Shopping Centre)","4.2","American","Fc#5 3147 Douglas Street, Victoria, BC V8T","48.4468605","-123.3700125","BC"
1464,"Little Caesars (Hillside Avenue)","4.5","Pizza","1625 Hillside Avenue, VICTORIA, BC V8T 2C3","48.4445848","-123.3349456","BC"
1465,"Cascadia Liquor - Quadra","4.9","Alcohol","2670 Fifth St, Victoria, BC V8T 5A8","48.4390261","-123.3581105","BC"
1466,"Famoso Neapolitan Pizzeria (Market Square)","4.7","Pizza","128-560 Johnson Street, Victoria, BC V8W","48.4278564","-123.3693436","BC"
1467,"Fork'n Pork","4.5","Comfort food","1221 Wharf St, Victoria, BC V8W","48.4266067","-123.3700433","BC"
1468,"Ono Poké","4.7","Asian","3531 Uptown Blvd, 101, Saanich, BC V8Z 0B9","48.4542431","-123.3747946","BC"
1469,"The Tikka Bar","3.1","Indian","762 Broughton St, Victoria, BC V8W 1E4","48.4237514","-123.3630127","BC"
1470,"Montana's (Victoria)","4.4","BBQ","315 Burnside Rd W, Victoria, BC V9A","48.4559443","-123.3953934","BC"
1471,"Island Poke","4.8","Seafood","1674 Douglas St, Victoria, BC V8W 2G6","48.4290536","-123.3648556","BC"
1472,"Fresh Tandoori Flavour Indian Bistro Oak Bay","New","Indian","1951 Oak Bay Avenue, Victoria, BC V8S","48.4261396","-123.3237109","BC"
1473,"Momi Noodle House","New","Chinese","554 Pandora Avenue, Victoria, BC V8W 1N7","48.4287361","-123.3676006","BC"
1474,"Omakase","New","Japanese","990 Blanshard St, Victoria, BC V8W","48.4234351","-123.3629505","BC"
1475,"The Joint Pizzeria","4.5","Pizza","1219 Wharf St, Victoria, BC V8W 1T9","48.42656","-123.3700493","BC"
1476,"Pho Wisdom","4.5","Vietnamese","915 Fort St #102, Victoria, BC V8V","48.4237964","-123.3589349","BC"
1477,"Beijing Bistro","4.6","Chinese","769 Fort Street, Victoria, BC V8W","48.424312","-123.3634765","BC"
1478,"Sarpino's Pizzeria (Downtown Victoria)","4.8","Pizza","1122 Blanshard Street, Victoria, BC V8W","48.4249637","-123.3625852","BC"
1479,"erito sushi","4.6","Sushi","3531 Uptown Boulevard, Victoria, BC V8Z 0B9","48.455053","-123.3753962","BC"
1480,"Tractor Foods (Victoria)","4.6","Salads","805 Government Street, Victoria, BC V8W","48.4231409","-123.3680548","BC"
1481,"Five Spice Indian Cuisine","New","Indian","3431 Happy Valley Road, Victoria, BC V9C","48.4228873","-123.5325711","BC"
1482,"Hecklers Bar & Grill","4.6","Wings","123 Gorge Rd E, Victoria, BC V9A 1L1","48.4427029","-123.3861166","BC"
1483,"The Tropical Island Restaurant","4.8","Asian","3690 Shelbourne St #1, Victoria, BC V8P","48.4600188","-123.3332933","BC"
1484,"Vietnam Garden Restaurant","New","Vietnamese","524 Admirals Road , Victoria, BC V9a2n4","48.4291923","-123.4173024","BC"
1485,"YUMMY TRUCK","New","Mediterranean","675 Belleville St, Victoria, BC V8V","48.4197265","-123.3677052","BC"
1486,"Futaba","New","Japanese","759 Yates St, 1 L4, Victoria, BC V8W 0E2","48.4259008","-123.3626286","BC"
1487,"7-Eleven (278 Tecumseh Rd E @ McDougall)","4.5","Wings","278 Tecumseh Rd E @ Mcdougall, Windsor, ON N8X","42.2974761","-83.0215773","ON"
1488,"Starbucks (300 Tecumseh Road East)","4.9","American","300 Tecumseh Rd E, Windsor, ON N8X 5E8","42.2992172","-83.0217565","ON"
1489,"Burger King #13322 (300 Tecumseh Road East)","4.3","American","300 Tecumseh Rd E, Windsor, ON N8X","42.2992172","-83.0217565","ON"
1490,"Harvey's (Wyandotte Street W.)","4.7","Burgers","2380 Wyandotte Street W., Windsor, ON N9B","42.3052743","-83.0633947","ON"
1491,"Wendy's (55 Tecumseh Road West)","4.4","Fast food","55 Tecumseh Road West, Windsor, ON N8X 4Y4","42.2961432","-83.0257947","ON"
1492,"Sam's Convenience","New","Snacks","1212 Ouellette Ave, Windsor, ON N8X 1J5","42.3052934","-83.0306923","ON"
1493,"Subway (33 University Ave)","4.3","American","33 University Ave, Windsor, ON N9A 7B4","42.3174075","-83.0382373","ON"
1494,"Little Caesars (300 Tecumseh Road East)","4.4","Pizza","300 Tecumseh Road East, Windsor, ON N8X","42.2992172","-83.0217565","ON"
1496,"Leonidas Chocolates Café","New","Cafe","1555 Talbot Rd, LaSalle, ON N9H 2N2","42.2406284","-83.0138972","ON"
1497,"Sunset Grill (650 Division Rd., Unit C-2)","4.3","Breakfast and brunch","650 Division Rd. , Unit C-2, Windsor, ON N9E","42.2697822","-82.9977011","ON"
1498,"Canadian Tire Gas+ (3920 Dougall Ave)","New","Snacks","3920 Dougall Ave., Windsor, ON N9G 1X2","42.2552963","-83.0013679","ON"
1499,"Church's Texas Chicken (2700 Tecumseh Rd W)","4.3","American","2700 Tecumseh Rd W,  Unit 1C, Windsor, ON N9B 3P9","42.2917448","-83.0585151","ON"
1500,"Pita Pit 3065 Howard ave","4.7","Sandwiches","3065 Howard Ave, Windsor, ON N8X","42.2754203","-83.0067475","ON"
1501,"KFC (3100 Howard Ave unit FCU1)","New","American","3100 Howard Ave Unit Fcu1, Windsor, ON N8X","42.274801","-83.0022284","ON"
1502,"Taco Bell (300 Tecumseh Rd)","4.4","Burritos","300 Tecumseh Rd, Windsor, ON N8N 3S7","42.2992172","-83.0217565","ON"
1503,"Shawarma Shack","4.9","Lebanese","3357 Walker Rd , Unit 1A, Windsor, ON N8W","42.2769337","-82.9788428","ON"
1504,"Station Restaurant [Windsor]","4.3","Comfort food","1350 Pelletier St, Windsor, ON N9B 1R8","42.2985545","-83.0454551","ON"
1505,"El Mayor","4.5","Mediterranean","650 Division Road,  Unit 406,, Windsor, ON N8X","42.2696082","-82.9975268","ON"
1506,"Burrito Bueno","New","Breakfast and brunch","6082 Tecumseh Rd E, Unit 1, Windsor, ON N8T 1E3","42.3106222","-82.9522983","ON"
1507,"Himchuli Authentic Asian Cuisines","New","Indian","1030 Walker Rd, Windsor, ON N8Y 2N5","42.3192983","-83.0044952","ON"
1508,"Bobby Burrito & Taco","4.5","Mexican","3580 Tecumseh Road East, Windsor, ON N8W 0A5","42.3052411","-82.9809895","ON"
1509,"Shawarma Hot Spot","4.3","Middle Eastern","460 Ouellette Ave, Windsor, ON N9A 1B2","42.315447","-83.0374382","ON"
1510,"The Harvest Table Restaurant","4.9","American","2109 Ottawa Street, Windsor, ON N8Y","42.3128206","-83.0034561","ON"
1511,"The Original Pizza Plus","4.9","Pizza","704 Felix Ave, Windsor, ON N9C 3K8","42.2997208","-83.0699035","ON"
1512,"Qdoba  (650 Division Rd)","4.8","Mexican","650 Division Rd, Suite 2a, Windsor, ON N9E","42.2697822","-82.9977011","ON"
1513,"Etta's Greeklish Eatery","New","Mediterranean","5975 Wyandotte St E, Windsor, ON N8S 1M9","42.3289891","-82.9653965","ON"
1514,"Mucho Burrito (3100 Howard Avenue)","New","Mexican","3100 Howard Ave Devonshire Mall , Unit FCU7, Windsor, ON N8X","42.274801","-83.0022284","ON"
1515,"Booster Juice Canada - Zone 1 Test Menu","New","Healthy","32 University Avenue East, Windsor, ON N9A","42.3178876","-83.0385291","ON"
1516,"Naija Foodeats","4.5","African","914 Erie St East.  Windsor Ontario N9a 3y8 , ON N9A 3Y8","42.3139353","-83.020338","ON"
1517,"Cora Breakfast and Lunch (4328 Walker Road)","5","Breakfast and brunch","4328 Walker Road, Windsor, ON N8W","42.2574258","-82.9644798","ON"
1518,"Pastry Place Bakery","5","Desserts","3392 Dougall Ave, Windsor, ON N9E 1S6","42.2660487","-83.0089025","ON"
1519,"Nizam Pastry","New","American","460 Erie St E, Windsor, ON N9A 3X4","42.3116099","-83.0267877","ON"
1520,"Chatham Street Diner","4.6","Breakfast & Brunch","39 Chatham St E, Windsor, ON N9A","42.3182401","-83.038579","ON"
1521,"Hurry Curry (Devonshire Mall)","4","Indian","3100 Howard Ave, Windsor, ON N8X 3Y4","42.2762217","-83.0032149","ON"
1522,"McDonald's (Red Deer)","4","Burgers","4840 52 Ave, Red Deer, AB T4N 6Y8","52.2677269","-113.8180045","AB"
1523,"Sam Street Food","New","Korean","1030 Walker Road, At The City Market Windso, Windsor, ON N8Y","42.3194154","-83.0045224","ON"
1524,"The Patio Lounge - Windsor","New","Bar / Pub Food","507 Ouellette Avenue, Windsor, ON N9A","42.3150098","-83.0376618","ON"
1525,"Little Foot Foods","New","European","2010 Fasan Dr, Tecumseh, ON N0R 1L0","42.2320019","-82.9738035","ON"
1526,"Rexall Drug Store (5881 Malden Rd)","New","Home & Personal Care","La Salle, ON N9H 1S5","42.2479524","-83.0624807","ON"
1527,"The We Store (Tecumseh)","New","Cannabis","6050 Tecumseh Rd E, Windsor, ON N8T","42.3107119","-82.9528234","ON"
1528,"Ace convenience","New","Convenience","1409 Wyandotte St E, Windsor, ON N9A 3L1","42.3208648","-83.0176116","ON"
1529,"00941 Petro-Canada (50 Tecumseh Road West)","New","Everyday Essentials","50 Tecumseh Road West, Windsor, ON N8X","42.296557","-83.0259835","ON"
1530,"Bally's Kitchen","4.7","Vietnamese","157 Erie Street East, Windsor, ON N9A","42.3097621","-83.0310019","ON"
1531,"NIK’S VARIETY","New","Convenience","1402 Wyandotte St W, Windsor, ON N9B 1H4","42.3084974","-83.0530586","ON"
1532,"Minh Hang Sandwich Shop","4.7","Asian","1311 Ottawa Street, Windsor, ON N8X","42.3099","-83.0119289","ON"
1533,"7-Eleven (355 Henderson & Harbison)","4.4","Wings","355 Henderson & Harbison, Winnipeg, MB R2K","49.9172301","-97.1128935","MB"
1534,"Subway (247 Kennedy St)","New","American","247 Kennedy St, Winnipeg, MB R3C","49.8909592","-97.1477212","MB"
1535,"Starbucks (Broadway)","4.7","Bakery","305 Broadway Avenue, Winnipeg, MB R3C 3J7","49.8880122","-97.140234","MB"
1536,"McDonald's (City Place)","4.5","Burgers","102-H 333 St. Mary Avenue, Winnipeg, MB R3C","49.8909706","-97.1428412","MB"
1537,"A&W (PC Pembina Hwy)","4.4","Fast food","2012 Pembina Highway, Winnipeg, MB R3T 2G8","49.8174888","-97.1510414","MB"
1538,"Taco Bell (750 Sherbrook St)","4.1","Burritos","750 Sherbrook St, Winnipeg, MB R3B","49.9009508","-97.1585117","MB"
1539,"Burger King (1033 Notre Dame Ave)","4.1","American","1033 Notre Dame Ave, Winnipeg, MB R3E 0N4","49.9060894","-97.1726464","MB"
1540,"Quiznos (Kenaston)","4.9","Sandwiches","1639 Kenaston Blvd, Winnipeg, MB R3P 2M4","49.8246619","-97.2027861","MB"
1541,"Kenaston Wine Market","4.9","Alcohol","1855a Grant Avenue, Winnipeg, MB R3N","49.85764","-97.203482","MB"
1542,"The Mighty Kiwi Juice Bar and Eatery","4.8","Juice & Smoothies","709 Corydon Ave, Winnipeg, MB R3M 0W4","49.8714792","-97.1521675","MB"
1543,"Mr. Sub (2305 McPhillips Street)","4.8","Sandwich","2305 Mcphillips Street, Winnipeg, MB R2V","49.9510117","-97.1450071","MB"
1544,"Marcello's Market and Deli","New","Comfort food","1 Lombard Place, Winnipeg, MB R3B","49.8960002","-97.1379069","MB"
1545,"The Farmer's Cuisine","4.3","Indian","#105 1042 Keewatin Street, Winnipeg, MB R2R 2E2","49.9447589","-97.1957895","MB"
1546,"AFV Kitchen - Marion","4.7","African","523 Marion St, Winnipeg, MB R2J 0J9","49.8821824","-97.1019609","MB"
1547,"Tim Hortons (646 Archibald Street)","4.5","Bakery","646 Archibald Street, Winnipeg, MB R2J","49.881344","-97.0978065","MB"
1548,"Ben & Florentine - Polo Park","4.5","Juice & Smoothies","1440 Ellice Ave, Winnipeg, MB R3G 0G4","49.8938302","-97.1995072","MB"
1549,"Dwarf no Cachette Café","4.6","Ramen","157 Provencher Blvd, Winnipeg, MB R2H 0G2","49.8920144","-97.1234694","MB"
1550,"A&W (54-333 St. Mary Ave.)","4.6","Sandwich","333 Saint Mary Avenue, Winnipeg, MB R3C 4M7","49.8909706","-97.1428412","MB"
1551,"Freshii (2-1194 Taylor Ave)","4.5","Bowls","1194 Taylor Ave, Winnipeg, MB R3M","49.8523182","-97.1674009","MB"
1552,"IHOP (455 Sterling Lyon Parkway)","4.6","American","455 Sterling Lyon Parkway, Winnipeg, MB R3P","49.8427804","-97.2122036","MB"
1553,"Wendy's (1420 Mc Phillips St.)","4.6","Fast food","1420 Mc Phillips St, Winnipeg, MB R2V 3C5","49.9422279","-97.1582173","MB"
1554,"KFC (750 Sherbrook Street)","4.4","American","750 Sherbrook Street, Winnipeg, MB R3B","49.9009508","-97.1585117","MB"
1555,"Munch It Pastry Shop","4.4","Bakery","67 Goulet St, Winnipeg, MB R2H 0R5","49.8820071","-97.1254254","MB"
1556,"Double D's Cheesecake & Coffee House","4.7","American","200 Meadowood Drive, 18, Winnipeg, MB R2M","49.8270022","-97.106851","MB"
1557,"Prabh 1313 Food Corner & tiffin services","3.6","Indian","763 Selkirk Ave, Winnipeg, MB R2W 2N5","49.9190904","-97.1551675","MB"
1558,"RnR Family Restaurant (1615 Regent Ave W)","4.5","Breakfast and brunch","1615 Regent Ave W, Winnipeg, MB R2C 5C6","49.9017777","-97.0680163","MB"
1559,"The Pourium","4.9","Alcohol","942 Portage Ave, Winnipeg, MB R3G 0R1","49.8846167","-97.172991","MB"
1560,"Thai Express (1225 St Mary's Rd #FC2)","4.6","Thai","1225 St Mary'S Rd #Fc2, Winnipeg, MB R2M","49.8288696","-97.1104663","MB"
1561,"Calabria Market & Wine Store","4.9","Alcohol","139 Scurfield Boulevard, Winnipeg, MB R3Y 1L6","49.8169669","-97.1955729","MB"
1562,"O Station Cafe","4.8","Coffee & tea","257 Osborne St, Winnipeg, MB R3L 1Z6","49.8741954","-97.1419237","MB"
1563,"Robin's (250 York Ave)","4.8","Coffee & tea","250 York Ave, Winnipeg, MB R3C 0N7","49.8895055","-97.1388818","MB"
1564,"Denny's Canada (1750 Sargent Ave)","4.4","Breakfast and brunch","1750 Sargent Ave, Winnipeg, MB R3H 0C7","49.8973866","-97.2035016","MB"
1565,"OEB Breakfast Co. (Winnipeg)","4.3","Breakfast and brunch","330 Main St, 100, Winnipeg, MB R3C 0Y7","49.8940336","-97.1382191","MB"
1566,"Más Coffee","4.7","Coffee & tea","70 Arthur St, 100, Winnipeg, MB R3B 1G7","49.8970415","-97.1414582","MB"
1567,"Cinnaholic 2188 McPhillips - Winnipeg","New","Rolls","2188 Mcphillips Street
#14a, Winnipeg, MB R2V 3C8","49.9515732","-97.1502564","MB"
1568,"Oscar's Deli","4.4","Comfort food","175 Hargrave St, Winnipeg, MB R3C 3R8","49.8897099","-97.1423574","MB"
1569,"Coffee Culture & Eatery (2864 Pembina Highway #50)","New","Breakfast and brunch","2864 Pembina Hwy, 50, Winnipeg, MB R3T 2J1","49.788021","-97.1566238","MB"
1570,"Cora Breakfast and Lunch (840 Waverley St.)","4.4","Breakfast and brunch","840 Waverley St., Winnipeg, MB R3M","49.8488429","-97.1777076","MB"
1571,"Farmery Estate Brewery","4.8","Alcohol","2 Donald Street, Winnipeg, MB R3L","49.8777552","-97.1396245","MB"
1572,"Mama Nors Kitchen","4.5","South East Asian","642 Leila Avenue, Winnipeg, MB R2V 3N7","49.9488724","-97.134664","MB"
1573,"Grill City (Winnipeg)","4.5","South East Asian","2311 Mcphillips St , Unit 307, Winnipeg, MB R2V 3C9","49.9516061","-97.1470658","MB"
1574,"Casa Ilocandia","4.4","Filipino","1069 Sargent Ave, Winnipeg, MB R3E 0E6","49.8975045","-97.1843215","MB"
1575,"Pita Pit (640 Sterling Lyon Parkway)","New","Sandwiches","640 Sterling Lyon Pkwy, Winnipeg, MB R3P 1J9","49.840655","-97.2159218","MB"
1576,"G.J. Andrews Food & Wine Shoppe","New","Alcohol","384 Academy Road, Winnipeg, MB R3M","49.8736298","-97.182018","MB"
1577,"Second Cup (1225 St. Mary’s Road, Unit 101A)","New","Bakery","1225 St. Mary’s Road , Unit 101A, Winnipeg, MB R2M","49.8288696","-97.1104663","MB"
1578,"Knight & Day Pizza (870 Main St)","New","Pizza","870 Main St, Winnipeg, MB R2W 3P1","49.909602","-97.133855","MB"
1579,"Mar's Sisig - Jefferson","4.7","Breakfast and brunch","1303 Jefferson Ave, Winnipeg, MB R2P 1S7","49.954037","-97.1689638","MB"
1580,"Gongcha Osborne","4.7","Asian","203-121 Osborne St, Winnipeg, MB R3L","49.8782028","-97.1459793","MB"
1581,"Jollof Life Restaurant","4.7","African","600 Portage Ave, Winnipeg, MB R3C 3L7","49.889044","-97.1558586","MB"
1582,"Panda Tea (Pembina)","4.5","Bubble tea","30-2844 Pembina Hwy, Winnipeg, MB R3T","49.7887928","-97.1567982","MB"
1583,"Atiga Restaurant","4.5","African","329 William Ave, Winnipeg, MB R3A","49.9001537","-97.1425969","MB"
1584,"Woodbine Hotel Bar & Vendor","4.9","Alcohol","466 Main St, Winnipeg, MB R3B 1B6","49.897605","-97.139711","MB"
1585,"VJoy Beverage and Dessert Restaurant","4.8","Bubble tea","1521 Pembina Highway, Winnipeg, MB R3T","49.8341905","-97.150671","MB"
1586,"Panda Tea (McPhillips St)","4.6","Asian","1041 Mcphillips St, Winnipeg, MB R2X 2K6","49.9334015","-97.1646123","MB"
1587,"Royal Punjabi restaurant","3.8","Indian","728 Logan Ave, Winnipeg, MB R3E 1M7","49.9087115","-97.1555577","MB"
1588,"7-Eleven (311 16 Ave NE)","4.8","Bakery","311 16 Ave Ne, Calgary, AB T2E 1K1","51.0666535","-114.0568749","AB"
1589,"Subway (6th Ave)","New","American","404 6th Ave. Sw , Suite 100, Calgary, AB T2P 0R9","51.047819","-114.0704602","AB"
1590,"McDonald's (North Hill)","4.6","Burgers","507 23rd Avenue, Nw, Calgary, AB T2M 1S7","51.0730376","-114.0719344","AB"
1591,"Wendy's (1181 49th Avenue N.E.)","4.8","Fast food","1181 49th Avenue Ne, Calgary, AB T2E 8V2","51.0967518","-114.0342081","AB"
1592,"Freshslice Pizza","4.4","Pizza","1305 1 Street Southwest, Calgary, AB T2R","51.0403425","-114.0661045","AB"
1593,"Actually Pretty Good (Bankview)","4.8","Pizza","2509 14 St Sw, Calgary, AB T2T 3T8","51.0318045","-114.0951607","AB"
1594,"Walmart (1212 37 St SW)","New","Grocery","1212 37 St Sw, Calgary, AB T3C 1S3","51.0410526","-114.1397966","AB"
1595,"BarBurrito: Calgary: Sunridge","4.5","Mexican","#130 3561 20 Avenue Ne, Calgary, AB T1Y","51.0705708","-113.984878","AB"
1596,"Clive Burger","4.6","Burgers","736 17 Ave Sw, Calgary, AB T2R","51.0379855","-114.078974","AB"
1597,"Mr. Sub (Forest Lawn)","4.6","Sandwich","3330 17th Ave. S.E. Forest Lawn Co-Op Shopping Centre, Co-Op #5, Calgary, AB T2A","51.0388349","-113.988283","AB"
1598,"Sunset Grill (333 96 Ave NE)","4.6","Breakfast and brunch","333 96 Ave Ne, Calgary, AB T3K","51.1405095","-114.0649367","AB"
1599,"Original Joe's (8th Ave and Centre)","4.5","American","109 8 Ave Sw, Calgary, AB T2P 1B4","51.0453081","-114.0636919","AB"
1600,"Canadian Pizza Unlimited (9650 Harvest Hills)","4.6","Pizza","9650 Harvest Hills Blvd N , Unit 1121, Calgary, AB T3K 0B3","51.1407745","-114.0682675","AB"
1601,"Poutinarama","4.8","Comfort food","718 Edmonton Trl Ne, Calgary, AB T2E 3J4","51.0580991","-114.054093","AB"
1602,"Shark Club (Calgary North)","New","American","2493 27 Ave Ne, Calgary, AB T2E","51.0760463","-114.0025653","AB"
1603,"Riverfront Wine & Spirits Liquor Store","New","Alcohol","228 Riverfront Avenue Southwest, Calgary, AB T2P 0W3","51.0525874","-114.0671049","AB"
1604,"Edo Japan -  Aviation Crossing","4.6","Japanese","425 Aviation Rd Ne, Calgary, AB T2E 7H8","51.0965418","-114.0308497","AB"
1605,"Pho Express","4.8","Vietnamese","4604 37 St Sw, Calgary, AB T3E 7C7","51.0141421","-114.1404551","AB"
1606,"South Silk Road Chinese Restaurant 云之南","4.5","Chinese","1130 10 Ave Sw, 824, Calgary, AB T2R 0B6","51.0442385","-114.0878506","AB"
1607,"Cosmic Pizza & Donair (Crowchild)","4.7","Pizza","2439 54 Ave Sw, Unit#20A,, Calgary, AB T3E 1M4","51.0044976","-114.1167343","AB"
1608,"Wendy's (1000 5 Ave SW)","4.7","Burgers","1000 5 Ave Sw, Calgary, AB T2P 4T9","51.0492748","-114.0839545","AB"
1609,"Wasim’s Donair & Pizza","5","Pizza","2220 68 St Ne, 758, Calgary, AB T1Y","51.0693999","-113.9339003","AB"
1610,"Rebel Wings (CGY05-1)","New","American","330 11 Ave Sw, Calgary, AB T2R 0C5","51.0427625","-114.0701005","AB"
1611,"Osmow's (4501 17 Ave SE)","4.6","Mediterranean","#310 4501 17 Avenue Southeast, Calgary, AB T2A","51.0376011","-113.969071","AB"
1612,"The Mash - Kensington","4.4","Pizza","1126 Kensington Rd Nw, 4, Calgary, AB T2N 3P3","51.0527129","-114.0876715","AB"
1613,"Starbucks (The Bridges)","4.8","Bakery","951 General Avenue Ne, Cu 6, Calgary, AB T2E 9E1","51.0529539","-114.0406219","AB"
1614,"BLISS & CO. Cupcakes and Desserts","4.9","Bakery","30 Brentwood Cmn, 120, Calgary, AB T2L 2L8","51.087242","-114.1287899","AB"
1615,"Pho HouZ Vietnamese Kitchen","4.9","Vietnamese","411 10 Street Northwest, Calgary, AB T2N 1W1","51.0557513","-114.0861594","AB"
1616,"Gong Cha (Lincoln Park)","4.6","Bubble tea","22 Richard Way Sw, #14A, Calgary, AB T3E7M9","51.0070168","-114.1301768","AB"
1617,"Tim Hortons (117 1323 Centre Street North)","4.7","Bakery","117 1323 Centre Street North, Calgary, AB T2E 2R5","51.0640911","-114.0627721","AB"
1618,"Fusion Sushi 17","4.7","Sushi","1137 17 Ave Sw, Calgary, AB T2T","51.0376075","-114.0894365","AB"
1619,"Masala Bhavan Indian Restaurant","4.6","Indian","4604 37 St Sw, Calgary, AB T3E 3C9","51.0138456","-114.1397189","AB"
1620,"Pacific Poke (Calgary)","4.4","Healthy","3554 Garrison Gate Sw, Calgary, AB T2T 6N1","51.0225463","-114.1140753","AB"
1621,"Chatime (Marda Loop)","4.4","Bubble tea","2004 34 Ave Sw, Calgary, AB T2T 2C3","51.0233662","-114.1074841","AB"
1622,"Pathway Burgers & Momos","4.9","Burgers","2816 21 St Ne, Calgary, AB T2E 7A7","51.0775307","-114.0085071","AB"
1623,"La Diperie (1103 17th Ave SW)","4.5","Desserts","1103 17th Ave Sw Unit 2, Calgary, AB T2T 0B4","51.0375787","-114.0873915","AB"
1624,"PurrTea Fresh Tea & Smoothie","4.6","Asian","104 1851 Sirocco Dr Sw, Calgary, AB T3H 4R5","51.0373975","-114.1691614","AB"
1625,"Menchie's (Northland Plaza)","4.6","Ice Cream & Frozen Yogurt","4820 Northland Dr Nw, Calgary, AB T2L 2L3","51.0952712","-114.1401143","AB"
1626,"Om Cuisine of India","4.7","Indian","13 Southland Crescent Southwest, 119,, Calgary, AB T2W 0K4","50.9638685","-114.0844051","AB"
1627,"Flavours Restaurant (Flavours Cuisine & Catering)","4.3","African","4129 4 Street Northwest, Calgary, AB T2K","51.0885641","-114.0720871","AB"
1628,"Don't Yell At Me (Crowfoot)","4.8","Bubble tea","63 Crowfoot Terrace Northwest, Calgary, AB T3G","51.1271453","-114.2009902","AB"
1629,"Dedicate Healthy Kitchen","4.9","Salads","2107 34 Avenue Southwest, Calgary, AB T2T 2C5","51.0229848","-114.1098195","AB"
1630,"Indian Accent - Kitchen and Bar","4.5","Indian","288 Saint Moritz Drive Southwest, Calgary, AB T3H 5X8","51.0336328","-114.2123147","AB"
1631,"The Alley (Calgary)","4.8","Asian","233 Centre Street Southeast, 103, Calgary, AB T2P","51.0505983","-114.0629058","AB"
1632,"Cal City Pizza","4.4","Pizza","630 Redstone Drive Northeast, Calgary, AB T3N","51.1687259","-113.9506816","AB"
1633,"Adobo Experience","4.4","South East Asian","3745 Memorial Dr E #7, Calgary, AB T2A 6V4","51.0519146","-113.9789018","AB"
1634,"Parlour Ice Cream (River front )","4.8","Ice Cream & Frozen Yogurt","537 Riverfront Avenue Southeast, Calgary, AB T2G 1K2","51.0474509","-114.050767","AB"
1635,"Chopstix Filipino Restaurant - Macleod SW","4.7","South East Asian","9679 Macleod Trail Southwest, Calgary, AB T2V","50.9681365","-114.0731356","AB"
1636,"Win Fortune","3.7","Chinese","840 Norte Dame Ave, Sudbury, ON P3A","46.5107133","-80.9855957","ON"
1637,"Burger King #3579 (660 Notre Dame Avenue)","4.3","American","660 Notre Dame Avenue, Sudbury, ON P3C 5L2","46.5074443","-80.9860983","ON"
1638,"Chicken Chicken (52 Elm Street)","New","Wings","52 Elm Street, Sudbury, ON P3C 1S7","46.49341","-80.9948248","ON"
